"","name","pweight_x","pweight_y","pop11","number_lsoa","type","imputed_easting","imputed_northing","imputed_type","imputed_error","imputed_osmnm","imputed_osmm"
"544","Crawley Down BUASD",534790.026157873,137757.360565233,5770,4,"buasd",534790.026157873,137757.360565233,"Origin",NA,NA,"Abertillery"
"545","Crewe BUASD",369796.115296547,355574.237191282,72717,47,"buasd",370537.995432237,355915.047906666,"town",816.417833864229,NA,"Crewe"
"546","Crich BUASD",434863.873591517,354198.848142391,2401,2,"buasd",434863.873591517,354198.848142391,"Origin",NA,NA,"Abertillery"
"547","Cringleford BUASD",619753.885482943,305372.381842809,1335,1,"buasd",619753.885482943,305372.381842809,"Origin",NA,NA,"Abertillery"
"548","Crockenhill BUASD",550482.252211333,166919.557522072,1909,1,"buasd",550482.252211333,166919.557522072,"Origin",NA,NA,"Abertillery"
"549","Croeserw BUASD",286739.489414923,195283.512309308,1569,1,"buasd",286739.489414923,195283.512309308,"Origin",NA,NA,"Abertillery"
"550","Cromer BUASD",621991.404970034,341626.530363645,7683,6,"buasd",621972.459919292,342183.286650713,"town",557.078520621073,NA,"Cromer"
"551","Cromford BUASD",429404.471896867,356715.353737673,1433,1,"buasd",429404.471896867,356715.353737673,"Origin",NA,NA,"Abertillery"
"552","Crosby BUASD",332276.906655783,399140.988325136,50307,35,"buasd",331803.675734037,399128.902519726,"town",473.38522578214,NA,"Crosby"
"553","Cross Hills BUASD",400588.86107366,444579.649521664,7694,5,"buasd",400588.86107366,444579.649521664,"Origin",NA,NA,"Abertillery"
"554","Crowthorne BUASD",483613.480827203,164241.639485033,13505,8,"buasd",483964.712596001,163916.616026926,"townhall",478.543627825941,NA,"Parish Hall"
"555","Croydon BUASD",532781.744972481,165355.19076483,345005,208,"buasd",532214.240937882,165292.253492457,"town",570.983300578641,NA,"Croydon"
"556","Cudworth BUASD",439063.783344961,409497.463911812,12289,8,"buasd",438528.402731989,408687.791928838,"town",970.670449101552,NA,"Cudworth"
"557","Cullompton BUASD",301950.481093059,107306.747574503,7643,4,"buasd",302068.156604372,107412.313480165,"town",158.087590913667,NA,"Cullompton"
"558","Cwmbran BUASD",328723.436397547,195112.104909849,47053,31,"buasd",328998.091839602,195228.488384594,"town",298.296371155151,NA,"Cwmbran"
"559","Cymmer BUASD",285858.139014105,196084.296277595,1256,1,"buasd",285858.139014105,196084.296277595,"Origin",NA,NA,"Abertillery"
"560","Danesfield BUASD",482063.651101276,185394.781037476,1523,1,"buasd",482063.651101276,185394.781037476,"Origin",NA,NA,"Abertillery"
"561","Darlaston BUASD",397703.498094904,296706.444056641,18732,11,"buasd",397785.380386313,296739.497751955,"townhall",88.3020748355306,NA,NA
"562","Dartmouth BUASD",287030.197626968,51385.6088251629,5605,4,"buasd",287415.771526525,51374.0759512817,"town",385.746340487452,NA,"Dartmouth"
"563","Darwen BUASD",369328.027943557,422286.435742353,28046,19,"buasd",369294.950447425,422284.994277134,"town",33.1088896271584,NA,"Darwen"
"564","Dedham BUASD",605957.529931212,232255.401027075,1549,1,"buasd",605538.612591698,233019.62481813,"townhall",871.510034457585,NA,"Dedham Assembly Rooms"
"565","Deepcut BUASD",490805.061622742,157771.52185598,2477,1,"buasd",490805.061622742,157771.52185598,"Origin",NA,NA,"Abertillery"
"566","Deeside Industrial Park BUASD",333127.32730581,369031.447106058,2996,2,"buasd",333127.32730581,369031.447106058,"Origin",NA,NA,"Abertillery"
"567","Delph BUASD",398550.817809131,407834.597019522,2533,2,"buasd",398550.817809131,407834.597019522,"Origin",NA,NA,"Abertillery"
"568","Denby Bottles BUASD",437632.64141608,346493.437233628,1744,1,"buasd",437632.64141608,346493.437233628,"Origin",NA,NA,"Abertillery"
"569","Denton BUASD",392155.301665019,395015.819672072,37031,25,"buasd",392438.228977886,395341.648300722,"town",431.523069620157,NA,"Denton"
"570","Derby BUASD",435582.133345551,334939.83934725,254830,155,"buasd",435317.866423724,336111.210921791,"city",1200.8115470862,NA,"Derby"
"571","Desford BUASD",447867.374570161,303295.597580947,3433,2,"buasd",447867.374570161,303295.597580947,"Origin",NA,NA,"Abertillery"
"572","Dewsbury BUASD",424268.857974663,421276.062645811,62764,38,"buasd",424516.688912405,421670.314566569,"town",465.676658985364,NA,"Dewsbury"
"573","Didcot BUASD",452567.873129859,190054.607235726,26302,18,"buasd",452259.055348718,189919.005472737,"town",337.277719504733,NA,"Didcot"
"574","Dinas Powis BUASD",315776.78181907,171259.665929021,7799,5,"buasd",315740.480920814,171197.578745773,"town",71.9206057942271,NA,"Dinas Powys"
"575","Diss BUASD",611598.46919794,280012.710798812,10022,7,"buasd",611838.463022151,280046.786372579,"town",242.400867132986,NA,"Diss"
"576","Distington BUASD",300359.112264786,523325.755139687,1566,1,"buasd",300359.112264786,523325.755139687,"Origin",NA,NA,"Abertillery"
"577","Ditton BUASD",570620.655756355,158466.145257002,26667,16,"buasd",570135.274059684,157329.409897282,"townhall",1236.02696956884,NA,"East Malling Village Hall"
"578","Dodworth BUASD",431859.242868714,405110.591588579,5900,4,"buasd",431859.242868714,405110.591588579,"Origin",NA,NA,"Abertillery"
"579","Doncaster BUASD",458390.941839728,402517.418079897,106562,67,"buasd",457542.768996551,403249.070037983,"town",1120.13916977945,NA,"Doncaster"
"580","Dorking BUASD",516784.214601201,148818.608742723,15971,10,"buasd",516646.011362414,149471.620523515,"town",667.476232583355,NA,"Dorking"
"581","Dormansland BUASD",540458.883714529,142339.796857844,2230,1,"buasd",540458.883714529,142339.796857844,"Origin",NA,NA,"Abertillery"
"582","Droitwich BUASD",389559.133209547,262731.429231146,22156,14,"buasd",389955.810845998,263382.92235359,"town",762.755816662604,NA,"Droitwich Spa"
"583","Droylsden BUASD",390208.961015232,398802.632376086,24490,16,"buasd",390195.591406192,397996.879570734,"town",805.863716629064,NA,"Droylsden"
"584","Drybrook BUASD",364621.632217115,217679.333187465,1824,1,"buasd",364621.632217115,217679.333187465,"Origin",NA,NA,"Abertillery"
"585","Duckmanton BUASD",444216.380303763,372424.83671012,1368,1,"buasd",444216.380303763,372424.83671012,"Origin",NA,NA,"Abertillery"
"586","Dudley (Dudley) BUASD",394264.73822203,288663.860289521,76457,46,"buasd",394531.214512347,290401.261986828,"town",1757.71848460059,NA,"Dudley"
"587","Dudley (North Tyneside) BUASD",426442.156622198,573675.150841657,5980,4,"buasd",426442.156622198,573675.150841657,"Origin",NA,NA,"Abertillery"
"588","Duffield BUASD",434180.872830889,343366.511902678,5046,3,"buasd",434180.872830889,343366.511902678,"Origin",NA,NA,"Abertillery"
"589","Dukinfield BUASD",394891.652374372,397460.672695999,20648,14,"buasd",393922.781519884,397675.840608775,"town",992.475673940699,NA,"Dukinfield"
"590","Dunholme BUASD",502267.234415219,379231.141988337,2464,1,"buasd",502267.234415219,379231.141988337,"Origin",NA,NA,"Abertillery"
"591","Dunscroft BUASD",465287.272185696,409224.54866388,13380,9,"buasd",465968.339423231,409122.478936943,"town",688.673225267681,NA,"Hatfield"
"592","Dunstable BUASD",501727.509025141,221581.128197581,29507,18,"buasd",502214.48777892,222149.970726056,"town",748.819156294502,NA,"Dunstable"
"593","Dursley BUASD",375208.139694798,199152.847987292,14859,10,"buasd",375539.354886956,198107.616523536,"town",1096.45442966896,NA,"Dursley"
"594","Dyserth BUASD",305757.966907574,379228.029378545,2781,2,"buasd",305757.966907574,379228.029378545,"Origin",NA,NA,"Abertillery"
"595","Ealing BUASD",515996.257053505,181406.771040811,338449,196,"buasd",517704.702019111,180664.535862634,"town",1862.71233963497,NA,"Ealing"
"596","Earl Shilton BUASD",445596.032212442,297383.813217717,19069,12,"buasd",447196.46069957,298147.611747438,"town",1773.34698703196,NA,"Earl Shilton"
"597","Easebourne BUASD",489038.85437479,122722.928493809,1358,1,"buasd",489038.85437479,122722.928493809,"Origin",NA,NA,"Abertillery"
"598","East Cowes BUASD",450668.735533443,95153.6357062672,6720,4,"buasd",450512.896552525,95786.7669398926,"town",652.028332947053,NA,"East Cowes"
"599","East Goscote BUASD",464113.490773503,313459.735972448,2866,2,"buasd",464113.490773503,313459.735972448,"Origin",NA,NA,"Abertillery"
"600","East Grinstead BUASD",539202.760965135,138453.606723887,30312,18,"buasd",539211.342061402,138872.750848695,"town",419.231955573531,NA,"East Grinstead"
"601","East Keswick BUASD",436128.528169601,444430.268892083,1468,1,"buasd",436128.528169601,444430.268892083,"Origin",NA,NA,"Abertillery"
"602","East Morton BUASD",409859.856800309,441988.599130281,1671,1,"buasd",409859.856800309,441988.599130281,"Origin",NA,NA,"Abertillery"
"603","East Tilbury BUASD",568093.755655099,178828.039245936,4636,3,"buasd",568093.755655099,178828.039245936,"Origin",NA,NA,"Abertillery"
"604","East Wittering BUASD",480366.462746203,96844.7410448729,6453,4,"buasd",480366.462746203,96844.7410448729,"Origin",NA,NA,"Abertillery"
"605","Eastbourne BUASD",561121.016981541,101138.698720539,108903,67,"buasd",560735.630670864,98815.8520226231,"townhall",2354.59962424104,NA,NA
"606","Eastleigh BUASD",445199.780815399,119787.596831406,77581,48,"buasd",445541.654303723,118885.306537743,"town",964.886136317308,NA,"Eastleigh"
"607","Eastwood BUASD",447289.942206989,346610.921911315,16888,11,"buasd",446797.983695622,346879.179889697,"town",560.344108448029,NA,"Eastwood"
"608","Ebbw Vale BUASD",316535.999094229,210760.833810747,17336,12,"buasd",316732.113035168,209871.978293844,"town",910.233380930121,NA,"Ebbw Vale"
"609","Eccles BUASD",376442.889665864,398845.023658456,36229,24,"buasd",377700.047473622,398649.846190823,"town",1272.21853369584,NA,"Eccles"
"610","Eccleston BUASD",352021.244254446,416858.280652884,4503,3,"buasd",352021.244254446,416858.280652884,"Origin",NA,NA,"Abertillery"
"611","Eckington BUASD",442241.667726521,379000.293162839,5743,3,"buasd",443022.034154566,379309.210065764,"town",839.286253272967,NA,"Eckington"
"612","Edenfield BUASD",379967.002908926,419075.327272603,2200,1,"buasd",379967.002908926,419075.327272603,"Origin",NA,NA,"Abertillery"
"613","Efail Isaf BUASD",308699.344282969,184556.090296589,1258,1,"buasd",308699.344282969,184556.090296589,"Origin",NA,NA,"Abertillery"
"614","Egham BUASD",500684.859842682,170928.62321183,24529,15,"buasd",501084.089003955,171251.326099401,"town",513.343040137334,NA,"Egham"
"615","Eldon Lane BUASD",422808.887698866,528047.307538907,1561,1,"buasd",422808.887698866,528047.307538907,"Origin",NA,NA,"Abertillery"
"616","Ellesmere Port BUASD",338808.256628954,375724.858186835,60466,42,"buasd",339936.85651871,376152.822458953,"town",1207.01745197261,NA,"Ellesmere Port"
"617","Ellington BUASD",427826.390574979,592072.889118864,2984,2,"buasd",427826.390574979,592072.889118864,"Origin",NA,NA,"Abertillery"
"618","Ellistown BUASD",443145.09883594,311138.717613819,1988,1,"buasd",443145.09883594,311138.717613819,"Origin",NA,NA,"Abertillery"
"619","Elsenham BUASD",553337.690107668,226612.632066268,1587,1,"buasd",553337.690107668,226612.632066268,"Origin",NA,NA,"Abertillery"
"620","Elstree BUASD",517641.566507319,195110.476010888,1717,1,"buasd",517641.566507319,195110.476010888,"Origin",NA,NA,"Abertillery"
"621","Elton BUASD",345831.653208668,375431.625178343,3023,2,"buasd",345831.653208668,375431.625178343,"Origin",NA,NA,"Abertillery"
"622","Enfield BUASD",533208.025521149,195142.983412172,305363,179,"buasd",532852.926604866,196553.736043742,"town",1454.75710268994,NA,"Enfield"
"623","Epsom BUASD",520826.625334165,160994.466132276,30206,18,"buasd",520771.304466987,160703.495013208,"town",296.183373060169,NA,"Epsom"
"624","Esher BUASD",514789.019831713,166344.234804619,48271,29,"buasd",513879.777444131,164637.898814024,"town",1933.46948053862,NA,"Molesey"
"625","Eton BUASD",496653.317903835,177595.350511295,2748,1,"buasd",496668.458419049,177536.93483471,"town",60.3458902648553,NA,"Eton"
"626","Euxton BUASD",355571.877036973,419071.15809821,8487,6,"buasd",355571.877036973,419071.15809821,"Origin",NA,NA,"Abertillery"
"627","Eversley Centre BUASD",478892.093808662,161564.678041689,1653,1,"buasd",478892.093808662,161564.678041689,"Origin",NA,NA,"Abertillery"
"628","Ewell BUASD",522414.13915382,160402.84950588,48249,30,"buasd",522414.13915382,160402.84950588,"Origin",NA,NA,"Abertillery"
"629","Exeter BUASD",292936.876025572,92605.8959261784,112387,70,"buasd",292322.159750955,92883.3599538217,"city",674.434863359564,NA,"Exeter"
"630","Exton BUASD",298681.06143901,85928.8177178913,1892,1,"buasd",298681.06143901,85928.8177178913,"Origin",NA,NA,"Abertillery"
"631","Eye (City of Peterborough) BUASD",522526.284549342,302630.787777128,3737,2,"buasd",522526.284549342,302630.787777128,"Origin",NA,NA,"Abertillery"
"632","Eye (Mid Suffolk) BUASD",614512.148765354,274085.082109005,2154,1,"buasd",614519.91978276,274053.223922461,"town",32.7922667929172,NA,"Eye"
"633","Failsworth BUASD",389774.537879614,401139.827872978,18771,13,"buasd",390148.633490282,402043.480804479,"town",978.026659417899,NA,"Failsworth"
"634","Fairfield BUASD",382268.276174234,279323.652464325,2087,1,"buasd",382268.276174234,279323.652464325,"Origin",NA,NA,"Abertillery"
"635","Fairford Airfield BUASD",415845.97057522,196992.771021861,1123,1,"buasd",415845.97057522,196992.771021861,"Origin",NA,NA,"Abertillery"
"636","Falmouth BUASD",179997.924757896,32514.2073811328,23283,15,"buasd",180883.521857255,32861.3062040497,"town",951.188632850018,NA,"Falmouth"
"637","Farcet BUASD",520270.690336582,294714.608736803,1672,1,"buasd",520270.690336582,294714.608736803,"Origin",NA,NA,"Abertillery"
"638","Fareham BUASD",456791.380461224,106343.159598948,40114,27,"buasd",457937.494304681,106226.708863484,"town",1152.01463356803,NA,"Fareham"
"639","Farnborough BUASD",486508.774873149,155614.821445524,64666,42,"buasd",486980.39343009,155485.565926304,"town",489.010278521818,NA,"Farnborough"
"640","Farndon (Cheshire West and Chester) BUASD",341536.143431852,354514.975634933,2018,1,"buasd",341536.143431852,354514.975634933,"Origin",NA,NA,"Abertillery"
"641","Farndon (Newark and Sherwood) BUASD",477366.032833943,352137.679157294,2552,2,"buasd",477366.032833943,352137.679157294,"Origin",NA,NA,"Abertillery"
"642","Farnham BUASD",483758.774816674,145619.088747826,24907,17,"buasd",484016.89621358,146904.927039532,"town",1311.49028511772,NA,"Farnham"
"643","Farnworth BUASD",372869.291799034,405842.6514386,26584,17,"buasd",373801.585713975,405833.243620731,"town",932.341381079146,NA,"Farnworth"
"644","Fazeley BUASD",419699.621878971,302261.441882525,7637,5,"buasd",420446.121105604,301950.796490461,"town",808.555288755719,NA,"Fazeley"
"645","Felixstowe BUASD",629899.266800353,234965.202814585,23689,15,"buasd",630340.068630349,234797.984028298,"town",471.453471527659,NA,"Felixstowe"
"646","Felsted BUASD",567757.790661889,220609.86024347,1884,1,"buasd",567757.790661889,220609.86024347,"Origin",NA,NA,"Abertillery"
"647","Fence Houses BUASD",431846.178961779,550117.343426253,8033,5,"buasd",431846.178961779,550117.343426253,"Origin",NA,NA,"Abertillery"
"648","Ferndown BUASD",407960.117558949,100788.505151493,27779,18,"buasd",407782.905754708,100647.371623354,"town",226.545130884198,NA,"Ferndown"
"649","Fernhill BUASD",303342.720421029,199301.989193844,1387,1,"buasd",303342.720421029,199301.989193844,"Origin",NA,NA,"Abertillery"
"650","Fernhurst BUASD",489550.344253797,128606.397889578,2084,1,"buasd",489550.344253797,128606.397889578,"Origin",NA,NA,"Abertillery"
"651","Filton BUASD",361381.022526874,180951.262768904,58846,35,"buasd",360401.70278796,179357.348742822,"town",1870.72955650139,NA,"Filton"
"652","Finstock BUASD",436057.551677166,216465.349085093,1058,1,"buasd",436057.551677166,216465.349085093,"Origin",NA,NA,"Abertillery"
"653","Fishbourne BUASD",483581.145079293,105240.852474538,2325,1,"buasd",483581.145079293,105240.852474538,"Origin",NA,NA,"Abertillery"
"654","Fiskerton BUASD",473485.46097177,351291.974414433,1214,1,"buasd",473485.46097177,351291.974414433,"Origin",NA,NA,"Abertillery"
"655","Flax Bourton BUASD",350969.428762554,169363.434106196,1328,1,"buasd",350969.428762554,169363.434106196,"Origin",NA,NA,"Abertillery"
"656","Flint BUASD",324144.19565289,372650.173498476,14894,9,"buasd",324397.286383868,373074.958180984,"town",494.466323019377,NA,"Flint"
"657","Folkestone BUASD",621798.777029738,136550.180788549,51337,32,"buasd",621837.190293466,136924.118344081,"town",375.905406009741,NA,"Folkestone"
"658","Ford BUASD",499913.476800633,102638.227129323,1883,1,"buasd",499913.476800633,102638.227129323,"Origin",NA,NA,"Abertillery"
"659","Fordingbridge BUASD",414617.592023691,114589.09826226,5086,3,"buasd",414736.303004415,114170.63142322,"town",434.979071129529,NA,"Fordingbridge"
"660","Forest Row BUASD",542909.809642456,134658.150996619,3864,2,"buasd",542909.809642456,134658.150996619,"Origin",NA,NA,"Abertillery"
"661","Fornham St Martin BUASD",584705.49064022,267422.526744081,2030,1,"buasd",584705.49064022,267422.526744081,"Origin",NA,NA,"Abertillery"
"662","Four Marks BUASD",466828.780135185,134969.714484427,4642,3,"buasd",466828.780135185,134969.714484427,"Origin",NA,NA,"Abertillery"
"663","Fradley South BUASD",415634.80674117,312900.936454879,2818,1,"buasd",415634.80674117,312900.936454879,"Origin",NA,NA,"Abertillery"
"664","Frampton Cotterell/Winterbourne BUASD",366255.065931246,180961.16903255,14484,9,"buasd",366255.065931246,180961.16903255,"Origin",NA,NA,"Abertillery"
"665","Frimley BUASD",488617.020605116,157320.892882025,19884,13,"buasd",488236.956400656,158134.69739556,"town",898.179595493722,NA,"Frimley"
"666","Frinton-on-Sea BUASD",623857.265406041,220236.269237562,5132,4,"buasd",623776.11269693,219504.272231416,"town",736.481757549504,NA,"Frinton-on-Sea"
